-0.0000,0.0000,-0.0000.1,-0.0000.2,0.0000.1,-0.0000.3,-43.8520,-28.7582,-55.5674,-42.6073,65.3795,19.5901
1.7428,3.2348,1.9245,-0.9482,-0.6825,0.7156,-43.8459,-28.7597,-55.5823,-42.6245,65.2812,19.6201
1.8131,3.277,1.9921,-0.9656,-0.6958,0.7232,-43.8456,-28.7597,-55.5831,-42.6256,65.2759,19.6216
1.7576,3.1503,1.9611,-0.9264,-0.7015,0.7173,-43.8453,-28.7598,-55.5839,-42.6267,65.2703,19.6232
1.7645,3.257,1.9526,-0.9429,-0.6967,0.7297,-43.8449,-28.7598,-55.5847,-42.6278,65.2646,19.6249
1.8407,3.2622,1.9143,-0.8929,-0.7146,0.7246,-43.8446,-28.7599,-55.5856,-42.6289,65.2587,19.6266
1.8369,3.1605,1.8637,-0.9663,-0.7188,0.7381,-43.8442,-28.76,-55.5865,-42.6301,65.2525,19.6284
1.8264,3.2206,1.9328,-0.9557,-0.7605,0.7302,-43.8439,-28.76,-55.5874,-42.6314,65.2462,19.6302
1.7545,3.0252,1.8795,-0.9569,-0.7441,0.724,-43.8435,-28.7601,-55.5884,-42.6327,65.2396,19.6322
1.7602,3.1658,1.8752,-0.9283,-0.7569,0.7412,-43.8431,-28.7601,-55.5894,-42.634,65.2329,19.6342
1.9227,3.144,1.9251,-0.9425,-0.7556,0.7382,-43.8427,-28.7602,-55.5904,-42.6354,65.2259,19.6362
1.8644,3.0978,1.8811,-0.9808,-0.7481,0.7316,-43.8423,-28.7602,-55.5914,-42.6368,65.2187,19.6384
1.7697,3.198,1.8418,-0.9529,-0.7552,0.718,-43.8418,-28.7603,-55.5925,-42.6383,65.2112,19.6406
1.8618,3.1679,1.8656,-0.9754,-0.765,0.713,-43.8414,-28.7604,-55.5936,-42.6398,65.2035,19.6429
1.8748,3.1468,1.8335,-1.0149,-0.7844,0.7392,-43.8409,-28.7604,-55.5948,-42.6414,65.1956,19.6452
1.8257,2.9887,1.8425,-0.9258,-0.7783,0.7456,-43.8404,-28.7605,-55.596,-42.643,65.1875,19.6477
1.9166,3.0981,1.8795,-1.0117,-0.8075,0.7408,-43.84,-28.7605,-55.5972,-42.6447,65.1791,19.6502
1.8796,3.0071,1.7941,-0.9993,-0.8135,0.7415,-43.8395,-28.7606,-55.5985,-42.6464,65.1704,19.6528
1.9118,2.9646,1.8178,-0.9684,-0.7955,0.7107,-43.8389,-28.7607,-55.5998,-42.6482,65.1616,19.6554
1.8888,3.0627,1.7898,-1.0116,-0.8006,0.7466,-43.8384,-28.7607,-55.6011,-42.65,65.1524,19.6581
1.9109,3.0692,1.826,-0.9321,-0.8308,0.7498,-43.8379,-28.7608,-55.6025,-42.6518,65.143,19.661
1.9031,2.9792,1.8133,-0.9633,-0.8243,0.7309,-43.8373,-28.7609,-55.6039,-42.6537,65.1334,19.6639
1.846,2.9866,1.8006,-0.9539,-0.8403,0.7581,-43.8367,-28.761,-55.6053,-42.6557,65.1235,19.6668
1.9711,2.9124,1.7453,-0.9986,-0.8367,0.7495,-43.8361,-28.7611,-55.6068,-42.6577,65.1133,19.6699
1.875,3.0001,1.7065,-0.9903,-0.8584,0.7549,-43.8355,-28.7611,-55.6083,-42.6598,65.1028,19.673
1.9619,2.9576,1.7698,-0.9868,-0.8507,0.7664,-43.8349,-28.7612,-55.6098,-42.6619,65.0921,19.6762
2.0071,2.8762,1.7714,-1.0324,-0.8689,0.7596,-43.8342,-28.7613,-55.6114,-42.6641,65.0811,19.6795
1.96,2.9923,1.7313,-1.0365,-0.8818,0.7316,-43.8336,-28.7614,-55.6131,-42.6663,65.0698,19.6829
1.9675,2.9661,1.6927,-1.0321,-0.8604,0.7436,-43.8329,-28.7615,-55.6148,-42.6686,65.0582,19.6864
2.0087,3.008,1.735,-1.0303,-0.9014,0.7439,-43.8322,-28.7616,-55.6165,-42.6709,65.0463,19.6899
1.9835,2.9725,1.7095,-1.039,-0.9005,0.7605,-43.8315,-28.7617,-55.6182,-42.6733,65.0341,19.6936
2.0159,2.9296,1.6502,-1.034,-0.8935,0.761,-43.8308,-28.7618,-55.62,-42.6758,65.0217,19.6973
2.0696,2.9011,1.707,-0.9783,-0.8884,0.7497,-43.83,-28.7619,-55.6219,-42.6783,65.0089,19.7012
2.1219,2.8367,1.6415,-1.0406,-0.934,0.7651,-43.8293,-28.762,-55.6238,-42.6808,64.9958,19.7051
2.0272,2.983,1.6623,-0.9959,-0.9238,0.7729,-43.8285,-28.7621,-55.6257,-42.6835,64.9824,19.7091
2.0733,2.9251,1.6594,-1.0664,-0.9365,0.771,-43.8277,-28.7623,-55.6277,-42.6861,64.9687,19.7132
2.0766,2.8656,1.6196,-1.0296,-0.9402,0.7708,-43.8269,-28.7624,-55.6297,-42.6889,64.9547,19.7174
2.0641,2.929,1.6219,-1.0431,-0.9666,0.7729,-43.826,-28.7625,-55.6318,-42.6917,64.9404,19.7217
2.0842,2.873,1.6004,-0.9986,-0.9466,0.7674,-43.8252,-28.7626,-55.6339,-42.6946,64.9257,19.7261
2.0893,2.9018,1.6282,-1.0087,-0.965,0.791,-43.8243,-28.7628,-55.636,-42.6975,64.9108,19.7305
2.0914,2.9076,1.6062,-1.1016,-0.9765,0.7812,-43.8234,-28.7629,-55.6382,-42.7005,64.8955,19.7351
2.1227,2.856,1.5213,-1.0803,-0.9813,0.7955,-43.8225,-28.7631,-55.6405,-42.7036,64.8798,19.7398
2.1305,2.9154,1.5964,-1.1047,-0.9761,0.7862,-43.8216,-28.7632,-55.6428,-42.7067,64.8638,19.7446
2.0975,2.9692,1.565,-1.084,-1.0106,0.786,-43.8206,-28.7634,-55.6452,-42.7099,64.8475,19.7495
2.1141,2.8348,1.5416,-1.1002,-0.9995,0.8071,-43.8197,-28.7635,-55.6476,-42.7131,64.8308,19.7544
2.1634,2.8502,1.553,-1.0743,-0.9857,0.7942,-43.8187,-28.7637,-55.65,-42.7164,64.8138,19.7595
2.1419,2.9428,1.4897,-1.1195,-1.0374,0.8082,-43.8176,-28.7639,-55.6525,-42.7198,64.7964,19.7647
2.1001,2.8662,1.5309,-1.0909,-1.0195,0.7986,-43.8166,-28.764,-55.655,-42.7233,64.7787,19.77
2.0927,2.9582,1.5154,-1.079,-1.011,0.7833,-43.8156,-28.7642,-55.6576,-42.7268,64.7606,19.7754
2.1363,2.9629,1.4647,-1.054,-1.0262,0.8062,-43.8145,-28.7644,-55.6603,-42.7304,64.7421,19.781
2.109,2.9368,1.4944,-1.1013,-1.0451,0.8093,-43.8134,-28.7646,-55.663,-42.7341,64.7233,19.7866
2.223,2.8671,1.5332,-1.0866,-1.0381,0.8032,-43.8123,-28.7648,-55.6658,-42.7378,64.7041,19.7923
2.1165,2.9451,1.4578,-1.1353,-1.065,0.7889,-43.8111,-28.765,-55.6686,-42.7416,64.6845,19.7982
2.2542,2.8819,1.5018,-1.1335,-1.0732,0.8261,-43.81,-28.7652,-55.6714,-42.7455,64.6646,19.8041
2.2056,2.9447,1.4588,-1.1398,-1.0809,0.8237,-43.8088,-28.7654,-55.6743,-42.7494,64.6442,19.8102
2.2084,2.8724,1.4463,-1.1165,-1.0949,0.8272,-43.8076,-28.7656,-55.6773,-42.7535,64.6235,19.8164
2.2946,2.9675,1.4899,-1.1725,-1.112,0.8055,-43.8063,-28.7658,-55.6803,-42.7576,64.6024,19.8227
2.2185,2.8764,1.4021,-1.181,-1.1023,0.8001,-43.8051,-28.766,-55.6834,-42.7617,64.5809,19.8291
2.1623,2.9565,1.4688,-1.1144,-1.0983,0.8319,-43.8038,-28.7663,-55.6866,-42.766,64.559,19.8356
2.2664,2.933,1.4376,-1.176,-1.1209,0.8194,-43.8025,-28.7665,-55.6897,-42.7703,64.5368,19.8423
2.2323,2.941,1.3866,-1.1818,-1.1012,0.8082,-43.8012,-28.7667,-55.693,-42.7747,64.5141,19.849
2.2046,2.8668,1.4124,-1.1801,-1.1302,0.8274,-43.7999,-28.767,-55.6963,-42.7792,64.491,19.8559
2.2411,2.8813,1.4402,-1.1911,-1.1453,0.8401,-43.7985,-28.7672,-55.6996,-42.7837,64.4675,19.8629
2.2699,2.9276,1.4216,-1.1236,-1.1546,0.815,-43.7971,-28.7674,-55.7031,-42.7884,64.4436,19.87
2.2428,2.875,1.331,-1.1918,-1.1508,0.8164,-43.7957,-28.7677,-55.7065,-42.7931,64.4194,19.8773
2.2051,2.8865,1.4468,-1.1443,-1.1565,0.834,-43.7943,-28.7679,-55.7101,-42.7978,64.3947,19.8846
2.2846,2.8304,1.3874,-1.1304,-1.15,0.8545,-43.7928,-28.7682,-55.7137,-42.8027,64.3696,19.8921
2.2562,2.8306,1.4018,-1.2149,-1.1669,0.828,-43.7913,-28.7685,-55.7173,-42.8076,64.344,19.8997
2.228,2.945,1.3871,-1.1716,-1.1722,0.8538,-43.7898,-28.7687,-55.721,-42.8127,64.3181,19.9074
2.2494,2.7897,1.3971,-1.1711,-1.1933,0.8266,-43.7883,-28.769,-55.7248,-42.8178,64.2918,19.9153
2.252,2.9153,1.3818,-1.1759,-1.2011,0.8468,-43.7867,-28.7693,-55.7286,-42.8229,64.265,19.9232
2.3804,2.8704,1.3396,-1.2024,-1.1965,0.8593,-43.7851,-28.7695,-55.7325,-42.8282,64.2378,19.9313
2.328,2.9354,1.3481,-1.1384,-1.1938,0.8537,-43.7835,-28.7698,-55.7364,-42.8335,64.2103,19.9396
2.3148,2.7489,1.3805,-1.2098,-1.1997,0.8279,-43.7819,-28.7701,-55.7404,-42.8389,64.1822,19.9479
2.298,2.9093,1.3676,-1.1719,-1.2052,0.8395,-43.7803,-28.7704,-55.7445,-42.8444,64.1538,19.9564
2.3569,2.9184,1.3845,-1.2448,-1.2453,0.8723,-43.7786,-28.7707,-55.7486,-42.85,64.125,19.9649
2.3392,2.8388,1.3656,-1.215,-1.2545,0.8635,-43.7769,-28.771,-55.7528,-42.8556,64.0957,19.9737
2.2403,2.8459,1.3827,-1.2121,-1.2301,0.8414,-43.7751,-28.7713,-55.757,-42.8613,64.066,19.9825
2.3959,2.8807,1.3588,-1.2243,-1.2457,0.8596,-43.7734,-28.7716,-55.7613,-42.8672,64.0359,19.9915
2.2848,2.8451,1.3214,-1.245,-1.2461,0.8506,-43.7716,-28.7719,-55.7656,-42.873,64.0054,20.0005
2.2903,2.8867,1.3262,-1.2596,-1.2317,0.8734,-43.7698,-28.7722,-55.77,-42.879,63.9744,20.0098
2.3243,2.8446,1.3138,-1.2846,-1.2387,0.8631,-43.768,-28.7725,-55.7745,-42.8851,63.943,20.0191
2.3646,2.8994,1.3416,-1.2423,-1.2547,0.8483,-43.7662,-28.7729,-55.779,-42.8912,63.9112,20.0286
2.372,2.8591,1.3291,-1.2385,-1.2644,0.8716,-43.7643,-28.7732,-55.7836,-42.8974,63.879,20.0382
2.3379,2.9135,1.3082,-1.2011,-1.282,0.8644,-43.7624,-28.7735,-55.7883,-42.9037,63.8463,20.0479
2.3199,2.8433,1.2988,-1.221,-1.3007,0.8498,-43.7605,-28.7738,-55.793,-42.9101,63.8133,20.0577
2.3409,2.9059,1.3017,-1.2398,-1.2794,0.8646,-43.7585,-28.7742,-55.7978,-42.9165,63.7798,20.0677
2.3251,2.8513,1.3103,-1.2502,-1.2682,0.8623,-43.7565,-28.7745,-55.8026,-42.923,63.7458,20.0778
2.3168,2.9639,1.36,-1.271,-1.2765,0.8868,-43.7545,-28.7749,-55.8075,-42.9296,63.7115,20.088
2.3466,2.9174,1.2891,-1.2308,-1.2978,0.8737,-43.7525,-28.7752,-55.8125,-42.9363,63.6767,20.0984
2.3755,2.8097,1.3112,-1.244,-1.285,0.9014,-43.7505,-28.7756,-55.8175,-42.9431,63.6415,20.1089
2.3611,2.9077,1.3536,-1.2654,-1.2909,0.8965,-43.7484,-28.776,-55.8226,-42.95,63.6058,20.1195
2.3394,2.857,1.3685,-1.228,-1.2841,0.8782,-43.7463,-28.7763,-55.8277,-42.9569,63.5698,20.1302
2.381,2.8693,1.3822,-1.2362,-1.2981,0.9056,-43.7442,-28.7767,-55.8329,-42.9639,63.5333,20.1411
2.3242,2.9093,1.326,-1.1903,-1.3112,0.8738,-43.742,-28.7771,-55.8381,-42.971,63.4964,20.1521
2.3969,2.8779,1.3879,-1.2672,-1.3082,0.8496,-43.7399,-28.7774,-55.8435,-42.9782,63.459,20.1632
2.3969,2.8461,1.2842,-1.3029,-1.3193,0.8746,-43.7377,-28.7778,-55.8488,-42.9855,63.4212,20.1744
2.2743,2.9455,1.3204,-1.2567,-1.3388,0.8605,-43.7354,-28.7782,-55.8543,-42.9928,63.383,20.1858
2.4536,2.816,1.3028,-1.2797,-1.3296,0.8916,-43.7332,-28.7786,-55.8598,-43.0003,63.3444,20.1973
2.3641,2.9189,1.28,-1.2289,-1.3437,0.8866,-43.7309,-28.779,-55.8653,-43.0078,63.3054,20.2089
2.4639,2.8651,1.296,-1.2463,-1.3328,0.9001,-43.7286,-28.7794,-55.871,-43.0154,63.2659,20.2207
2.4065,2.8413,1.2729,-1.2694,-1.3442,0.9002,-43.7263,-28.7798,-55.8766,-43.023,63.226,20.2325
2.3563,2.8789,1.3539,-1.2932,-1.3352,0.8938,-43.7239,-28.7802,-55.8824,-43.0308,63.1856,20.2446
2.2885,2.8414,1.3163,-1.3116,-1.3781,0.8788,-43.7216,-28.7806,-55.8882,-43.0386,63.1449,20.2567
2.3674,2.8923,1.3626,-1.3414,-1.3777,0.8994,-43.7192,-28.781,-55.8941,-43.0465,63.1037,20.269
2.4146,2.8591,1.3197,-1.3023,-1.392,0.8985,-43.7168,-28.7815,-55.9,-43.0545,63.0621,20.2813
2.4232,2.7727,1.2883,-1.3051,-1.3535,0.893,-43.7143,-28.7819,-55.906,-43.0626,63.02,20.2939
2.4058,2.9219,1.2884,-1.2777,-1.3616,0.8663,-43.7118,-28.7823,-55.912,-43.0708,62.9775,20.3065
2.3264,2.7905,1.3437,-1.2832,-1.378,0.8982,-43.7093,-28.7827,-55.9181,-43.079,62.9346,20.3193
2.3459,2.881,1.3613,-1.3081,-1.371,0.8958,-43.7068,-28.7832,-55.9243,-43.0873,62.8913,20.3322
2.3926,2.9665,1.3174,-1.329,-1.3841,0.8831,-43.7043,-28.7836,-55.9305,-43.0957,62.8475,20.3452
2.3692,2.7725,1.2616,-1.2895,-1.4054,0.9084,-43.7017,-28.7841,-55.9368,-43.1042,62.8034,20.3584
2.4079,2.8413,1.3547,-1.3152,-1.3937,0.9277,-43.6991,-28.7845,-55.9432,-43.1128,62.7587,20.3717
2.3344,2.8913,1.3255,-1.3246,-1.4105,0.8938,-43.6965,-28.785,-55.9496,-43.1214,62.7137,20.3851
2.3541,2.8961,1.2644,-1.2971,-1.4323,0.912,-43.6938,-28.7854,-55.9561,-43.1302,62.6682,20.3986
2.4277,2.8505,1.3198,-1.2996,-1.4274,0.8988,-43.6911,-28.7859,-55.9626,-43.139,62.6223,20.4123
2.3414,2.8499,1.3515,-1.3247,-1.4341,0.9328,-43.6884,-28.7864,-55.9692,-43.1479,62.576,20.4261
2.3179,2.8412,1.3259,-1.2923,-1.4259,0.8963,-43.6857,-28.7868,-55.9759,-43.1569,62.5293,20.44
2.385,2.8503,1.3168,-1.3052,-1.4376,0.9029,-43.683,-28.7873,-55.9826,-43.1659,62.4821,20.4541
2.3365,2.9507,1.3326,-1.2647,-1.436,0.9061,-43.6802,-28.7878,-55.9894,-43.1751,62.4345,20.4682
2.4914,2.7866,1.3405,-1.2825,-1.4499,0.9229,-43.6774,-28.7883,-55.9962,-43.1843,62.3864,20.4825
2.3714,2.8299,1.3077,-1.2999,-1.4666,0.9177,-43.6746,-28.7888,-56.0031,-43.1936,62.338,20.497
2.4317,2.8657,1.3257,-1.3263,-1.4881,0.9088,-43.6717,-28.7893,-56.0101,-43.203,62.2891,20.5115
2.368,2.8393,1.3429,-1.291,-1.4777,0.936,-43.6689,-28.7898,-56.0171,-43.2125,62.2397,20.5262
2.4056,2.8827,1.3577,-1.3638,-1.4637,0.9228,-43.666,-28.7903,-56.0242,-43.222,62.19,20.541
2.4263,2.8832,1.3031,-1.3373,-1.4801,0.9226,-43.663,-28.7908,-56.0313,-43.2317,62.1398,20.556
2.4806,2.8845,1.2753,-1.3602,-1.4651,0.9044,-43.6601,-28.7913,-56.0385,-43.2414,62.0892,20.5711
2.459,2.8802,1.3547,-1.3729,-1.4794,0.9213,-43.6571,-28.7918,-56.0458,-43.2512,62.0382,20.5863
2.4102,2.8024,1.2998,-1.3339,-1.4763,0.9272,-43.6541,-28.7923,-56.0531,-43.2611,61.9867,20.6016
2.4673,2.847,1.3332,-1.3604,-1.4863,0.9173,-43.6511,-28.7928,-56.0605,-43.271,61.9348,20.617
2.4309,2.9176,1.3141,-1.3693,-1.511,0.9058,-43.648,-28.7934,-56.068,-43.2811,61.8825,20.6326
2.4564,2.8816,1.3595,-1.3397,-1.527,0.9178,-43.645,-28.7939,-56.0755,-43.2912,61.8298,20.6483
2.3347,2.7849,1.3078,-1.3548,-1.5222,0.9529,-43.6419,-28.7944,-56.0831,-43.3014,61.7766,20.6642
2.511,2.886,1.3279,-1.3769,-1.5315,0.9173,-43.6387,-28.795,-56.0907,-43.3117,61.723,20.6801
2.43,2.9229,1.3568,-1.4034,-1.5277,0.9,-43.6356,-28.7955,-56.0984,-43.3221,61.669,20.6962
2.355,2.7926,1.3086,-1.3575,-1.5392,0.9175,-43.6324,-28.7961,-56.1061,-43.3325,61.6145,20.7125
2.4705,2.8217,1.3804,-1.3219,-1.5315,0.9189,-43.6292,-28.7966,-56.114,-43.3431,61.5597,20.7288
2.4619,2.8836,1.3245,-1.3259,-1.5412,0.9406,-43.626,-28.7972,-56.1218,-43.3537,61.5043,20.7453
2.4676,2.8354,1.3103,-1.3603,-1.5329,0.9234,-43.6227,-28.7977,-56.1298,-43.3644,61.4486,20.7619
2.4528,2.9184,1.2719,-1.3775,-1.5516,0.9501,-43.6195,-28.7983,-56.1378,-43.3752,61.3924,20.7786
